"id","__typename","_deleted","_lastChangedAt","_version","bribe","createdAt","district_en","district_km","friendliness","health_centre_en","health_centre_km","province_en","province_km","quality","speed","submitted","updatedAt","version","visited_date"
"466ec2f0-0cd7-11ee-934a-ef82149d7f4e","YobolHealthFeedback","0","1690388962","1","false","2023-06-17T06:22:05.225Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T06:22:03.424Z","2023-07-28T11:11:49.860Z","5","2023-05"
"6964ffb0-0cfd-11ee-bbc1-3b4912bef295","YobolHealthFeedback","0","1690388962","1","false","2023-06-17T10:55:04.428Z","Prasat Bakong","សៀមរាប","3","Ambassic Health Center","មណ្ឌលសុខភាព អំពិល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T10:55:02.956Z","2023-07-28T11:11:50.032Z","5","2020-02"
"82724590-0cf2-11ee-b656-ff118c62e800","YobolHealthFeedback","0","1690388962","1","false","2023-06-17T09:37:01.150Z","Prey Chhor","ព្រៃឈរ","4","Srewen Health Center","មណ្ឌលសុខភាពស្រង៉ែ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T09:37:00.521Z","2023-07-28T11:11:50.203Z","5","2023-02"
"ca62ab60-0cfc-11ee-95ea-9170f4db0422","YobolHealthFeedback","0","1690388963","1","false","2023-06-17T10:50:36.794Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T10:50:36.182Z","2023-07-28T11:11:50.375Z","5","2022-02"
"9bf50430-0cd4-11ee-8301-6dfdbed01de1","YobolHealthFeedback","0","1690388963","1","false","2023-06-17T06:02:58.981Z","Siem Reap","សៀមរាប","3","Siem Reap Health Center","មណ្ឌលសុខភាពសៀមរាប","Siem Reap City","ក្រុងសៀមរាប","2","3","2023-06-17T06:02:58.419Z","2023-07-28T11:11:50.546Z","5","2022-05"
"12b76c40-0e4f-11ee-a516-7538f6364cf2","YobolHealthFeedback","0","1690388963","1","true","2023-06-19T03:12:08.006Z","Prey Chhor","ព្រៃឈរ","4","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","4","2023-06-19T03:12:07.428Z","2023-07-28T11:11:50.718Z","5","2023-02"
"f9826a80-0ce2-11ee-bb20-a53c29da7a08","YobolHealthFeedback","0","1690388963","1","false","2023-06-17T07:45:49.635Z","Prey Chhor","ព្រៃឈរ","4","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T07:45:48.329Z","2023-07-28T11:11:50.892Z","5","2023-03"
"60261d10-08fe-11ee-a3d3-91d84943a011","YobolHealthFeedback","0","1690388964","1","false","2023-06-12T08:51:53.782Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-12T08:51:52.289Z","2023-07-28T11:11:51.063Z","5","2023-05"
"e4457580-09d7-11ee-a901-f342fdc32d2b","YobolHealthFeedback","0","1690388964","1","false","2023-06-13T10:48:55.397Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","3","2023-06-13T10:48:54.745Z","2023-07-28T11:11:51.235Z","5","2020-06"
"d6101f00-0992-11ee-9b76-4188e57990bb","YobolHealthFeedback","0","1690388964","1","true","2023-06-13T02:34:36.610Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","3","2023-06-13T02:34:35.632Z","2023-07-28T11:11:51.406Z","5","2022-04"
"fa447990-0b43-11ee-bb84-4390e0a6839b","YobolHealthFeedback","0","1690388964","1","false","2023-06-15T06:15:09.399Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","4","4","2023-06-15T06:15:08.457Z","2023-07-28T11:11:51.577Z","5","2023-01"
"db3fd170-0b61-11ee-bf9a-018e847decaa","YobolHealthFeedback","0","1690388964","1","false","2023-06-15T09:49:02.236Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","4","3","2023-06-15T09:49:01.319Z","2023-07-28T11:11:51.749Z","5","2018-08"
"01fe2b70-0d85-11ee-9c2c-49d8dd196525","YobolHealthFeedback","0","1690388964","1","false","2023-06-18T03:05:41.529Z","Siem Reap","សៀមរាប","4","Por Meanchey Health Center","មណ្ឌលសុខភាពពោធិមានជ័យ","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-18T03:05:41.031Z","2023-07-28T11:11:51.922Z","5","2023-03"
"4662a440-0cf3-11ee-b4c1-6faaad873985","YobolHealthFeedback","0","1690388965","1","false","2023-06-17T09:42:31.374Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Ambassic Health Center","មណ្ឌលសុខភាព​អំពិល","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T09:42:29.252Z","2023-07-28T11:11:52.108Z","5","2020-06"
"2ddf52f0-099d-11ee-8eb9-77e8d3fd9691","YobolHealthFeedback","0","1690388965","1","false","2023-06-13T03:48:34.885Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T03:48:37.920Z","2023-07-28T11:11:52.280Z","5","2022-05"
"a1d93320-0a7d-11ee-af96-7b1803a850b4","YobolHealthFeedback","0","1690388965","1","false","2023-06-14T06:35:20.294Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-14T06:35:19.762Z","2023-07-28T11:11:52.451Z","5","2022-03"
"bb5d05c0-0d29-11ee-9a38-7b642a4f9950","YobolHealthFeedback","0","1690388965","1","false","2023-06-17T16:12:19.701Z","Siem Reap","សៀមរាប","4","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-17T16:12:18.332Z","2023-07-28T11:11:52.621Z","5","2023-03"
"7fc0d4a0-0a96-11ee-9c06-334031a97251","YobolHealthFeedback","0","1690388965","1","false","2023-06-14T09:33:21.184Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","3","2023-06-14T09:33:19.978Z","2023-07-28T11:11:52.792Z","5","2022-02"
"2f6daa10-0b1c-11ee-8046-dd5f716d9ce9","YobolHealthFeedback","0","1690388965","1","false","2023-06-15T01:30:18.712Z","Ban Lung Municipality","បានលុង","3","Archae Health Center","មណ្ឌលសុខភាពកាចាញ","Trailery","រតនគិរី","4","3","2023-06-15T01:30:17.778Z","2023-07-28T11:11:52.964Z","5","2019-11"
"20593ed0-0cf3-11ee-bf7e-4f88a9e8f579","YobolHealthFeedback","0","1690388966","1","false","2023-06-17T09:41:26.183Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","4","3","2023-06-17T09:41:25.437Z","2023-07-28T11:11:53.138Z","5","2022-06"
"bf03bda0-0b1b-11ee-9d13-2961fb4430a5","YobolHealthFeedback","0","1690388966","1","false","2023-06-15T01:27:09.858Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Summary District - Kampong Siem Reap","ស្រុកប្រតិ កច-កំពង់សៀម","Kampong Cham","កំពង់ចាម","5","3","2023-06-15T01:27:09.178Z","2023-07-28T11:11:53.309Z","5","2022-03"
"84009e10-0c3f-11ee-b4f1-0f9e9d5d7acc","YobolHealthFeedback","0","1690388966","1","true","2023-06-16T12:15:43.791Z","Banteay Srei","សៀមរាប","4","Banteay Health Center","មណ្ឌលសុខភាពបន្ទាយស្រី","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T12:15:43.217Z","2023-07-28T11:11:53.483Z","5","2023-05"
"59cfee20-0ce4-11ee-bffd-1bb90f728dc7","YobolHealthFeedback","0","1690388966","1","false","2023-06-17T07:55:40.891Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T07:55:39.394Z","2023-07-28T11:11:53.654Z","5","2022-09"
"0afca500-0b76-11ee-b905-bf6cb1b2fd05","YobolHealthFeedback","0","1690388966","1","false","2023-06-15T12:13:32.651Z","Prey Chhor","ព្រៃឈរ","4","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T12:13:31.344Z","2023-07-28T11:11:53.828Z","5","2023-04"
"e3311450-0cc1-11ee-9084-9bd7c2d552f0","YobolHealthFeedback","0","1690388967","1","false","2023-06-17T03:48:58.435Z","Siem Reap","សៀមរាប","3","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-17T03:48:57.493Z","2023-07-28T11:11:54.009Z","5","2023-06"
"2bd62450-0cf1-11ee-9ea3-4b0995c8aba9","YobolHealthFeedback","0","1690388967","1","false","2023-06-17T09:27:27.205Z","Prey Chhor","ព្រៃឈរ","4","Srewen Health Center","មណ្ឌលសុខភាពស្រង៉ែ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T09:27:25.717Z","2023-07-28T11:11:54.186Z","5","2022-04"
"349a5260-0b42-11ee-afb9-c7ea6d8932c2","YobolHealthFeedback","0","1690388967","1","false","2023-06-15T06:02:28.677Z","Stung Trang","ស្ទឹងត្រង់","4","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","4","2023-06-15T06:02:27.334Z","2023-07-28T11:11:54.357Z","5","2023-05"
"af528720-0c37-11ee-b922-cd6d1eccd4c0","YobolHealthFeedback","0","1690388967","1","false","2023-06-16T11:19:43.549Z","Siem Reap","សៀមរាប","5","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T11:19:39.922Z","2023-07-28T11:11:54.528Z","5","2022-05"
"f0045a10-0aa6-11ee-8df5-fd3487b72547","YobolHealthFeedback","0","1690388967","1","true","2023-06-14T11:31:00.919Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","5","Sambor Health Center","មណ្ឌលសុខភាពសំបួរមាស","Kampong Cham","កំពង់ចាម","5","5","2023-06-14T11:31:00.273Z","2023-07-28T11:11:54.698Z","5","2023-05"
"4f4c8700-0cea-11ee-a7ea-758122a227a7","YobolHealthFeedback","0","1690388967","1","false","2023-06-17T08:38:21.360Z","Prey Chhor","ព្រៃឈរ","3","Prey Branch District","ស្រុកប្រតិបត្តិព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T08:38:18.737Z","2023-07-28T11:11:54.879Z","5","2023-03"
"78f4bf40-0a93-11ee-968b-e9aa35a68332","YobolHealthFeedback","0","1690388968","1","false","2023-06-14T09:11:42.866Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-14T09:11:40.084Z","2023-07-28T11:11:55.059Z","5","2018-06"
"b03ce0a0-0b46-11ee-bc3a-3bbf8b370043","YobolHealthFeedback","0","1690388968","1","false","2023-06-15T06:34:30.305Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","4","2023-06-15T06:34:32.747Z","2023-07-28T11:11:55.237Z","5","2023-01"
"c6674e00-0c50-11ee-b791-43b7182c120f","YobolHealthFeedback","0","1690388968","1","false","2023-06-16T14:21:02.248Z","Siem Reap","សៀមរាប","3","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-16T14:19:16.065Z","2023-07-28T11:11:55.417Z","5","2022-05"
"36f2cbe0-0b43-11ee-ac0d-f9a1aac7b47f","YobolHealthFeedback","0","1690388968","1","false","2023-06-15T06:09:41.968Z","Batheay","បាធាយ","4","Various Destriatric Destrian","មន្តីពេទ្យបង្អែកបាធាយ","Kampong Cham","កំពង់ចាម","5","3","2023-06-15T06:09:40.766Z","2023-07-28T11:11:55.591Z","5","2023-01"
"5c5e2720-0b44-11ee-aa60-3b7965d8988f","YobolHealthFeedback","0","1690388968","1","false","2023-06-15T06:17:53.603Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Sambor Health Center","មណ្ឌលសុខភាពសំបួរមាស","Kampong Cham","កំពង់ចាម","4","4","2023-06-15T06:17:53.043Z","2023-07-28T11:11:55.767Z","5","2023-02"
"a42f1120-0d8a-11ee-b45d-674624a3ae85","YobolHealthFeedback","0","1690388969","1","false","2023-06-18T03:46:01.447Z","Siem Reap","សៀមរាប","4","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-18T03:46:00.626Z","2023-07-28T11:11:55.942Z","5","2022-05"
"878879f0-0cbb-11ee-9be9-291c48bb0487","YobolHealthFeedback","0","1690388969","1","false","2023-06-17T03:03:27.537Z","Siem Reap","សៀមរាប","2","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-17T03:03:26.736Z","2023-07-28T11:11:56.115Z","5","2019-01"
"9c24dd20-0c2c-11ee-96c6-3307f1a74d59","YobolHealthFeedback","0","1690388969","1","false","2023-06-16T10:00:23.647Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-16T10:00:23.282Z","2023-07-28T11:11:56.294Z","5","2018-06"
"3be73a20-0cfe-11ee-a77f-01920b72fd5a","YobolHealthFeedback","0","1690388969","1","false","2023-06-17T11:00:56.602Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T11:00:56.130Z","2023-07-28T11:11:56.465Z","5","2023-01"
"534d2280-0a8b-11ee-b6a7-25b11d46b0ef","YobolHealthFeedback","0","1690388969","1","true","2023-06-14T08:13:22.325Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Veal Veal Health Center","មណ្ឌលសុខភាព វាលវង់","Kampong Cham","កំពង់ចាម","3","3","2023-06-14T08:13:20.936Z","2023-07-28T11:11:56.637Z","5","2023-02"
"a8483f00-0c2e-11ee-bf33-67310c6ab1a9","YobolHealthFeedback","0","1690388969","1","false","2023-06-16T10:15:03.624Z","Siem Reap","សៀមរាប","2","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-16T10:15:02.640Z","2023-07-28T11:11:56.809Z","5","2019-05"
"53a829d0-0b46-11ee-8d97-3faa1602b0c3","YobolHealthFeedback","0","1690388970","1","false","2023-06-15T06:31:55.381Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","4","2023-06-15T06:31:57.421Z","2023-07-28T11:11:56.981Z","5","2022-04"
"8c5808e0-0664-11ee-aa0c-7b018e92f979","YobolHealthFeedback","0","1690388970","1","true","2023-06-09T01:25:42.786Z","Prey Chhor","ព្រៃឈរ","3","Trapeang Preah Vihear Center","មណ្ឌលសុខភាពត្រពាំងព្រះ","Kampong Cham","កំពង់ចាម","3","3","2023-06-09T01:25:41.614Z","2023-07-28T11:11:57.152Z","5","2023-02"
"32c7c100-0b5d-11ee-a732-83bf9b3fdc44","YobolHealthFeedback","0","1690388970","1","false","2023-06-15T09:15:40.652Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Ambassic Health Center","មណ្ឌលសុខភាព​អំពិល","Kampong Cham","កំពង់ចាម","5","3","2023-06-15T09:15:40.689Z","2023-07-28T11:11:57.322Z","5","2023-04"
"c2b8c540-0d5e-11ee-8c2b-75afe7d99f8f","YobolHealthFeedback","0","1690388970","1","false","2023-06-17T22:31:54.061Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-17T22:31:54.004Z","2023-07-28T11:11:57.493Z","5","2023-05"
"3bc1e640-0bea-11ee-8a24-05c96acc43aa","YobolHealthFeedback","0","1690388970","1","false","2023-06-16T02:05:16.018Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Veal Veal Health Center","មណ្ឌលសុខភាព វាលវង់","Kampong Cham","កំពង់ចាម","3","3","2023-06-16T02:05:14.788Z","2023-07-28T11:11:57.664Z","5","2023-01"
"9a610320-0e47-11ee-abfb-ffa086bf3e88","YobolHealthFeedback","0","1690388971","1","false","2023-06-19T02:18:39.920Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-19T02:18:39.058Z","2023-07-28T11:11:57.835Z","5","2022-01"
"e30da260-0b43-11ee-9d62-73c835a90f89","YobolHealthFeedback","0","1690388971","1","false","2023-06-15T06:14:29.954Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","4","3","2023-06-15T06:14:29.510Z","2023-07-28T11:11:58.008Z","5","2022-05"
"e23a4430-0bf0-11ee-945d-e556fbe1c6ff","YobolHealthFeedback","0","1690388971","1","false","2023-06-16T02:52:52.321Z","Siem Reap City","ក្រុងសៀមរាប","3","Referral Hospital in Siem Reap","មន្ទីរពេទ្យបង្អែកខេត្តសៀមរាប","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-16T02:52:51.059Z","2023-07-28T11:11:58.179Z","5","2023-03"
"8fed75b0-09c7-11ee-ae98-67e447549da3","YobolHealthFeedback","0","1690388971","1","false","2023-06-13T08:52:02.913Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-13T08:52:01.293Z","2023-07-28T11:11:58.351Z","5","2023-01"
"16223c10-0a5e-11ee-b6d5-75438edaa0b5","YobolHealthFeedback","0","1690388971","1","false","2023-06-14T02:49:31.832Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-14T02:49:30.961Z","2023-07-28T11:11:58.522Z","5","2023-02"
"9f6103a0-0ca0-11ee-a06e-81e3a4d2babe","YobolHealthFeedback","0","1690388971","1","true","2023-06-16T23:50:50.254Z","Banteay Srei","សៀមរាប","4","Banteay Health Center","មណ្ឌលសុខភាពបន្ទាយស្រី","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T23:50:50.330Z","2023-07-28T11:11:58.693Z","5","2023-05"
"7f0c0260-0ced-11ee-9e45-5b50a9e79a9c","YobolHealthFeedback","0","1690388972","1","false","2023-06-17T09:01:07.460Z","Siem Reap","សៀមរាប","4","Sambing Health Center","មណ្ឌលសុខភាពសំបួរ","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T09:01:07.334Z","2023-07-28T11:11:58.864Z","5","2023-05"
"495375a0-0d82-11ee-bd40-6187316fecdd","YobolHealthFeedback","0","1690388972","1","false","2023-06-18T02:46:13.217Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-18T02:46:12.218Z","2023-07-28T11:11:59.035Z","5","2022-01"
"72c42170-0c4f-11ee-8821-1558da92f671","YobolHealthFeedback","0","1690388972","1","false","2023-06-16T14:09:47.463Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","2","2023-06-16T14:09:46.248Z","2023-07-28T11:11:59.207Z","5","2022-05"
"db272490-0cba-11ee-8bb1-217e5ea90e04","YobolHealthFeedback","0","1690388972","1","true","2023-06-17T02:58:38.607Z","Siem Reap","សៀមរាប","4","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T02:58:37.529Z","2023-07-28T11:11:59.380Z","5","2023-05"
"fa9b2310-0b59-11ee-b35e-5bc0799f4a25","YobolHealthFeedback","0","1690388972","1","false","2023-06-15T08:52:38.526Z","Stung Trang","ស្ទឹងត្រង់","4","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","5","2023-06-15T08:52:37.953Z","2023-07-28T11:11:59.551Z","5","2021-05"
"d2937340-0b72-11ee-af5e-d1711c2ec098","YobolHealthFeedback","0","1690388973","1","false","2023-06-15T11:50:28.696Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","2","2023-06-15T11:50:28.213Z","2023-07-28T11:11:59.733Z","5","2019-02"
"76148ce0-0cbb-11ee-8f4e-b70b5aadc03a","YobolHealthFeedback","0","1690388973","1","false","2023-06-17T03:02:59.580Z","Siem Reap","សៀមរាប","3","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","5","3","2023-06-17T03:02:57.455Z","2023-07-28T11:11:59.905Z","5","2020-05"
"b63c8dd0-0d84-11ee-8f5c-6fc3cca0aba3","YobolHealthFeedback","0","1690388973","1","false","2023-06-18T03:03:35.128Z","Siem Reap","សៀមរាប","4","Por Meanchey Health Center","មណ្ឌលសុខភាពពោធិមានជ័យ","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-18T03:03:33.933Z","2023-07-28T11:12:00.076Z","5","2022-01"
"1f4c2590-0c38-11ee-bf17-53c634a19fae","YobolHealthFeedback","0","1690388973","1","false","2023-06-16T11:22:52.409Z","Prey Chhor","ព្រៃឈរ","4","Srewen Health Center","មណ្ឌលសុខភាពស្រង៉ែ","Kampong Cham","កំពង់ចាម","4","4","2023-06-16T11:22:47.786Z","2023-07-28T11:12:00.246Z","5","2022-05"
"c2a4ee80-0b42-11ee-b797-333ead8f05e7","YobolHealthFeedback","0","1690388973","1","false","2023-06-15T06:06:27.331Z","Stung Trang","ស្ទឹងត្រង់","4","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","4","2023-06-15T06:06:25.640Z","2023-07-28T11:12:00.418Z","5","2023-05"
"a1358370-0a59-11ee-b6da-6d121b1ecc97","YobolHealthFeedback","0","1690388974","1","false","2023-06-14T02:17:37.569Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-14T02:17:36.807Z","2023-07-28T11:12:00.589Z","5","2020-01"
"b1a48af0-0d8b-11ee-89a5-5784c1adb8ee","YobolHealthFeedback","0","1690388974","1","false","2023-06-18T03:53:33.654Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-18T03:53:32.703Z","2023-07-28T11:12:00.761Z","5","2018-06"
